ANCG,SAR,JUR,CAB,MUN,VIN,OTR,sample,seascape
0,0,0,0,0,0,0,935,7
0,0,0,0,0,0,0,936,7
0,0,0,0,0,0,0,937,7
0,0,0,0,0,0,0,938,7
0,0,0,0,0,0,0,939,7
0,0,0,0,0,0,0,940,7
0,0,0,0,0,0,0,941,7
0,0,0,0,0,0,0,942,7
0,0,0,0,0,0,0,943,7
0,0,0,0,0,0,0,944,7
0,0,0,0,0,0,0,945,7
0,0,0,0,0,0,0,946,7
0,0,0,0,0,0,0,947,7
0,0,0,0,0,0,0,948,7
0,0,0,0,0,0,0,949,7
0,0,0,0,0,1212.488117,0,950,7
0,0,0,0,0,0,0,951,7
0,0,0,0,0,0,0,952,7
0,0,0,0,0,0,0,953,7
0,0,0,0,0,0,0,954,7
0,0,0,0,0,0,0,955,21
0,0,0,0,0,0,0,956,21
0,0,0,0,45.121678,0,0,957,21
0,0,0,0,112.456061,0,0,958,21
0,0,0,0,100.337713,0,0,959,21
0,0,0,0,98.311126,0,0,960,21
0,0,0,0,171.646115,0,0,961,21
0,0,0,0,241.492502,0,0,962,21
0,0,0,0,232.035826,0,0,963,21
0,0,0,0,153.072067,0,0,964,21
0,0,0,0,312.109002,0,0,965,21
0,0,0,0,407.78663,0,0,966,21
0,0,0,0,324.406435,0,0,967,21
0,0,0,0,700.410626,0,0,968,21
0,0,0,0,627.782869,0,0,969,21
0,0,0,0,992.844447,0,0,970,21
0,0,0,0,420.720313,0,0,971,21
0,0,0,0,55.598937,0,0,972,21
0,0,0,0,300.908698,0,0,973,21
0,0,0,0,277.90427,0,0,974,21
0,0,0,0,192.528462,0,0,975,21
0,0,0,0,366.218706,0,0,976,21
0,0,0,0,144.249896,0,0,977,21
0,0,0,0,483.569666,0,0,978,21
0,0,0,0,38.641641,0,0,979,21
0,0,0,0,257.784894,0,0,980,21
0,0,0,0,40.222042,0,0,981,21
15692.86259,0,0,0,129.983919,0,0,982,21
8702.520252,0,0,0,272.438965,0,0,983,21
1545.924442,0,0,0,139.188444,0,0,984,21
73.50738,0,0,0,1.931816,0,0,985,21
0,0,0,0,3.25955,0,0,986,21
0,0,0,0,0,0,0,987,21
0,0,0,0,23.049881,0,0,988,21
0,0,0,0,34.398206,0,0,989,21
962.478364,0,0,0,95.321016,0,0,990,21
2213.433772,0,0,0,439.250403,0,0,991,21
970.132864,0,0,0,217.089394,0,0,992,21
235.042144,0,0,0,88.507079,0,0,993,21
388.964928,0,0,0,42.712728,0,0,994,21
207.795222,0,0,0,32.198094,0,0,995,21
18.883103,0,0,0,0,0,0,996,21
17.955157,0,0,0,0,0,0,997,21
363.727211,0,0,0,0,0,0,998,21
3968.660533,0,0,0,0,0,0,999,21
912.684581,0,0,0,0,0,0,1000,21
1726.073422,0,0,0,0,0,0,1001,21
921.148122,0,0,0,0,0,0,1002,21
781.786264,0,0,0,0,0,0,1003,21
66.541112,0,0,0,0,0,0,1031,21
1227.256174,0,0,0,2.825962,0,0,1032,21
1972.865943,0,0,0,43.336512,0,0,1033,21
613.004273,0,0,0,84.253423,0,0,1034,21
86.898355,0,0,0,702.770659,0,0,1035,21
40.787036,0,0,0,34.453442,0,0,1036,21
37.690073,0,0,0,59.78931,0,0,1037,21
4.620684,0,0,0,106.697968,0,0,1038,21
3.47479,0,0,0,33.864817,0,0,1039,21
0,0,0,0,25.93107,0,0,1040,21
0,0,0,0,64.947392,0,0,1041,21
0,0,0,0,157.440587,0,0,1042,21
0,0,0,0,215.482362,0,0,1043,21
0,0,0,0,0,0,0,1044,21
0,0,0,0,0,0,0,1045,21
0,0,0,0,0,0,0,1046,21
0,0,0,0,0,0,0,1047,21
0,0,0,0,0,75.069781,0,1048,21
0,0,0,0,0,789.616892,0,1049,21
0,0,0,0,0,137.309291,0,1050,21
0,0,0,0,0,0,0,1051,21
0,0,0,0,0,0,0,1052,21
0,0,0,0,0,0,0,1053,21
0,0,0,0,0,0,0,1054,21
0,0,0,0,0,0,0,1055,21
0,0,0,0,0,0,0,1056,21
0,0,0,0,0,0,0,1057,21
0,0,0,0,0,0,0,1058,21
0,0,0,0,0,0,0,1059,21
0,0,0,0,0,0,0,1060,21
0,0,0,0,0,0,0,1061,21
0,0,0,0,0,0,0,1062,21
0,0,0,0,0,0,0,1063,21
0,0,0,0,0,0,0,1064,7
0,0,0,0,0,0,0,1065,7
0,0,0,0,0,0,0,1066,7
0,0,0,0,0,0,0,1067,7
0,0,0,0,0,0,0,1068,7
0,0,0,0,0,43.653844,0,1069,7
0,0,0,0,0,819.380098,0,1070,7
0,0,0,0,0,52.273791,0,1071,7
0,0,0,0,0,0,0,1072,7
0,0,0,0,0,2380.371696,0,1073,7
0,0,0,0,0,176.810014,0,1074,7
0,0,0,0,0,149.498057,0,1075,7
0,0,0,0,0,4796.492092,0,1076,7
0,0,0,0,0,3826.528204,0,1077,7
0,0,0,0,0,2768.381945,0,1078,7
0,0,0,0,0,183.281292,0,1079,7
0,0,0,0,0,0,0,1080,7
0,0,0,0,0,0,0,1081,7
0,0,0,0,0,0,0,1082,7
0,0,0,0,0,2765.588177,0,1083,7
0,0,0,0,0,0,0,1084,7
0,0,0,0,0,0,0,1085,7
0,0,0,0,0,0,0,1143,7
0,0,0,0,0,0,0,1144,7
0,0,0,0,0,0,0,1145,7
0,0,0,0,0,0,0,1146,7
0,0,0,0,0,0,0,1147,7
0,0,0,0,0,0,0,1148,7
0,0,0,0,0,0,0,1149,7
0,0,0,0,0,0,0,1150,7
0,0,0,0,0,0,0,1151,7
0,0,0,0,0,0,0,1152,7
0,0,0,0,0,0,0,1153,7
0,0,0,0,0,0,0,1154,7
0,0,0,0,0,0,0,1155,7
0,0,0,0,0,0,0,1156,7
0,0,0,0,0,0,0,1157,7
0,0,0,0,0,0,0,1158,7
0,0,0,0,0,106.532698,0,1159,7
0,0,0,0,0,0,0,1160,7
0,0,0,0,0,63.197152,0,1161,7
0,0,0,0,0,0,0,1162,7
0,0,0,0,0,0,0,1163,7
0,0,0,0,0,0,0,1164,7
0,0,0,0,0,0,0,1165,7
0,0,0,0,0,0,0,1166,7
0,0,0,0,0,1412.289588,0,1167,7
0,0,0,0,0,1908.776647,0,1168,21
0,0,0,0,0,272.308854,0,1169,21
0,0,0,0,0,0,0,1170,21
0,0,0,0,0,0,0,1171,21
0,0,0,0,0,0,0,1172,21
0,0,0,0,0,0,0,1173,21
0,0,0,0,0,0,0,1174,21
0,0,0,0,0,0,0,1175,21
0,0,0,0,0,0,0,1176,21
0,0,0,0,0,0,0,1177,21
0,0,0,0,0,0,0,1178,21
0,0,0,0,0,0,0,1179,21
0,0,0,0,0,0,0,1180,21
0,0,0,0,0,0,0,1181,21
0,0,0,0,0,0,0,1182,21
0,0,0,0,0,0,0,1183,21
0,0,0,0,0,0,0,1184,21
0,0,0,0,0,0,0,1185,21
0,0,0,0,0,0,0,1186,21
0,0,0,0,10.747753,0,0,1187,21
0,0,0,0,88.293429,0,0,1188,21
0,0,0,0,88.63691,0,0,1189,21
0,0,0,0,17.983909,0,0,1190,21
0,0,0,0,12.836324,0,0,1191,21
0,0,0,0,84.865485,0,0,1192,21
0,0,0,0,128.959443,0,0,1193,21
0,0,0,0,119.876748,0,0,1194,21
0,0,0,0,45.0957,0,0,1195,21
0,0,0,0,30.098837,0,0,1196,21
0,0,0,0,28.403022,0,0,1197,21
0,0,0,0,6.656968,0,0,1198,21
0,0,0,0,0.905046,0,0,1199,21
0,0,0,0,4.699337,0,0,1200,7
0,0,0,0,3.141914,0,0,1201,21
0,0,0,0,0,0,0,1247,21
0,0,0,0,0,0,0,1248,21
0,0,0,0,0,0,0,1249,21
0,0,0,0,0,871.042552,0,1250,21
0,0,0,0,0,3001.279623,0,1251,21
0,0,0,0,0,3893.308876,0,1252,21
0,0,0,0,0,0,0,1253,21
0,0,0,0,0,0,0,1254,21
0,0,0,0,0,0,0,1255,21
0,0,0,0,0,0,0,1256,21
0,0,0,0,0,0,0,1257,21
0,0,0,0,0,0,0,1258,21
0,0,0,0,0,0,0,1259,21
0,0,0,0,0,0,0,1260,21
0,0,0,0,0,0,0,1261,21
0,0,0,0,0,0,0,1262,21
0,0,0,0,0,0,0,1263,21
0,0,0,0,0,0,0,1264,21
0,0,0,0,0,0,0,1265,21
0,0,0,0,0,0,0,1266,21
0,0,0,0,0,0,0,1267,21
0,0,0,0,0,0,0,1268,21
0,0,0,0,0,0,0,1269,21
0,0,0,0,0,0,0,1270,21
0,0,0,0,0,0,0,1271,21
0,0,0,0,0,34.586481,0,1272,21
0,0,0,0,0,943.333933,0,1273,21
0,0,0,0,0,2764.304198,0,1274,7
0,0,0,0,0,4606.386725,0,1275,7
0,0,0,0,0,16916.5567,0,1276,7
0,0,0,0,0,33509.94322,0,1277,7
0,0,0,0,0,10060.28425,0,1278,7
0,0,0,0,0,7265.574294,0,1279,7
0,0,0,0,0,11139.77654,0,1280,7
0,0,0,0,0,10031.98302,0,1281,7
0,0,0,0,0,131.133714,0,1282,7
0,0,0,0,0,0,0,1283,7
0,0,0,0,0,4179.525906,0,1284,7
0,0,0,0,0,0,0,1285,7
0,0,0,0,0,0,0,1286,7
0,0,0,0,0,0,0,1287,7
0,0,0,0,0,0,0,1288,7
0,0,0,0,0,0,0,1289,7
0,0,0,0,0,0,0,1290,7
0,0,0,0,0,0,0,1291,7
0,0,0,0,0,0,0,1292,7
0,0,0,0,0,0,0,1293,7
0,0,0,0,0,0,0,1294,7
0,0,0,0,0,0,0,1295,7
0,0,0,0,0,0,0,1296,7
0,0,0,0,0,0,0,1297,7
0,0,0,0,0,0,0,1298,7
0,0,0,0,0,0,0,1299,7
0,0,0,0,0,0,0,1300,7
0,0,0,0,0,0,0,1301,7
0,0,0,0,0,0,0,1302,7
0,0,0,0,0,0,0,1357,7
0,0,0,0,0,0,0,1358,7
0,0,0,0,0,0,0,1359,7
0,0,0,0,0,0,0,1360,7
0,0,0,0,0,0,0,1361,7
0,0,0,0,0,0,0,1362,7
0,0,0,0,0,0,0,1363,7
0,0,0,0,0,0,0,1364,7
0,0,0,0,0,0,0,1365,7
0,0,0,0,0,0,0,1366,7
0,0,0,0,0,0,0,1367,7
0,0,0,0,0,0,0,1368,7
0,0,0,0,0,0,0,1369,7
0,0,0,0,0,0,0,1370,7
0,0,0,0,0,0,0,1371,7
0,0,0,0,0,0,0,1372,7
0,0,0,0,0,0,0,1373,7
0,0,0,0,0,0,0,1374,7
0,0,0,0,0,0,0,1375,7
0,0,0,0,0,0,0,1376,7
0,0,0,0,0,0,0,1377,7
0,0,0,0,0,0,0,1378,7
0,0,0,0,0,0,0,1379,7
0,0,0,0,0,1750.369474,0,1380,7
0,0,0,0,0,1965.003789,0,1381,7
0,0,0,0,0,2413.014972,0,1382,7
0,0,0,0,0,1071.325012,0,1383,7
0,0,0,0,0,232.060585,0,1384,7
0,0,0,0,0,317.155056,0,1390,7
0,0,0,0,0,557.941276,0,1391,7
0,0,0,0,0,825.073115,0,1392,7
0,0,0,0,0,53.768392,0,1393,7
0,0,0,0,0,0,0,1394,7
0,0,0,0,0,0,0,1395,7
0,0,0,0,0,0,0,1396,7
0,0,0,0,0,0,0,1397,7
0,0,0,0,0,0,0,1398,7
0,0,0,0,0,0,0,1399,7
0,0,0,0,0,0,0,1400,7
0,0,0,0,0,0,0,1401,7
0,0,0,0,0,0,0,1402,7
0,0,0,0,0,0,0,1403,7
0,0,0,0,0,0,0,1404,7
0,0,0,0,0,0,0,1405,7
0,0,0,0,0,0,0,1406,7
0,0,0,0,0,0,0,1407,7
0,0,0,0,0,0,0,1408,7
0,0,0,0,0,0,0,1409,7
0,0,0,0,0,0,0,1410,7
0,0,0,0,0,0,0,1411,7
0,0,0,0,0,0,0,1412,7
0,0,0,0,0,0,0,1413,7
0,0,0,0,0,0,0,1421,21
0,0,0,0,0,0,0,1422,21
0,0,0,0,0,0,0,1423,21
0,0,0,0,0,0,0,1424,21
0,0,0,0,0,0,0,1425,21
0,0,0,0,0,0,0,1426,21
0.866464,0,0,0,0,0,0,1427,21
1.183515,0,0,0,0,0,0,1428,21
81.548919,0,0,0,4.063384,0,0,1429,21
802.218052,0,0,0,11.986282,0,0,1430,21
3.578984,0,0,0,12.055444,0,0,1433,21
0,0,0,0,6.720719,0,0,1434,14
2.479039,0,0,0,0.061867,0,0,1435,14
11.172349,0,0,0,0.173652,0,0,1436,14
13.938989,0,0,0,0.792062,0,0,1437,14
14.899934,0,0,0,31.011701,0,0,1438,14
7.726912,0,0,0,0.021663,0,0,1439,14
0.887766,0,0,0,8.395292,0,0,1440,14
0.052754,0,0,0,3.582057,0,0,1441,14
5.831052,0,0,0,4.220252,0,0,1442,14
3.350327,0,0,0,13.80285,0,0,1443,14
0,0,0,0,3.68016,0,0,1444,14
6.812822,0,0,0,5.56622,0,0,1445,14
7.027007,0,0,0,0,0,0,1448,14
0,0,0,0,0,0,0,1449,14
0,0,0,0,0,0,0,1450,14
0,0,0,0,0,0,0,1451,14
0,0,0,0,0,0,0,1452,14
0,0,0,0,0,0,0,1453,14
0,0,0,0,0,0,0,1454,14
0,0,0,0,3.617795,0,0,1455,14
0,0,0,0,0,0,0,1639,21
0,0,0,0,0,0,0,1640,21
0,0,0,0,0,0,0,1641,21
0,0,0,0,0,0,0,1642,21
0,0,0,0,0,0,0,1643,21
0,0,0,0,0,0,0,1644,21
0,0,0,0,0,0,0,1645,21
0,0,0,0,0,0,0,1646,21
0,0,0,0,0,0,0,1647,21
0,0,0,0,0,0,0,1648,21
0,0,0,0,0,0,0,1649,21
0,0,0,0,0,0,0,1650,15
0,0,0,0,0,0,0,1651,15
0,0,0,0,0,0,0,1652,15
0,0,0,0,0,0,0,1653,15
